filename,relative_path,vendor,control_id,canonical_field,state,sha256,split,file_key,control_group_key,split_unit,split_path
CTRL-009_FAIL.cfg,configs/synthetic/fortios/CTRL-009_FAIL.cfg,fortios,CTRL-009,management.logging.enabled,FAIL,1729123f6ff875ceaf4fe74fbd9e0a669bd02c06ed8997e1c92f0256ade5af66,train,fortios::CTRL-009_FAIL.cfg,fortios::CTRL-009,CTRL-009,train/fortios__CTRL-009_FAIL.cfg
CTRL-009_MISSING.cfg,configs/synthetic/fortios/CTRL-009_MISSING.cfg,fortios,CTRL-009,management.logging.enabled,MISSING,9d1ca71501c80de68bac51f4e4916c47b9c238dfbfdc0ffd498a8d159cc2bd50,train,fortios::CTRL-009_MISSING.cfg,fortios::CTRL-009,CTRL-009,train/fortios__CTRL-009_MISSING.cfg
CTRL-010_PASS.cfg,configs/synthetic/fortios/CTRL-010_PASS.cfg,fortios,CTRL-010,management.logging.remote_syslog_configured,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-010_PASS.cfg,fortios::CTRL-010,PASS-pinned,train/fortios__CTRL-010_PASS.cfg
CTRL-010_MISSING.cfg,configs/synthetic/fortios/CTRL-010_MISSING.cfg,fortios,CTRL-010,management.logging.remote_syslog_configured,MISSING,cbceaaf0296e6a0af1c800488c5ceecee62747ff5562db23d43014aa9e48d1dd,test,fortios::CTRL-010_MISSING.cfg,fortios::CTRL-010,CTRL-010,test/fortios__CTRL-010_MISSING.cfg
CTRL-011_PASS.cfg,configs/synthetic/fortios/CTRL-011_PASS.cfg,fortios,CTRL-011,management.ntp.configured,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-011_PASS.cfg,fortios::CTRL-011,PASS-pinned,train/fortios__CTRL-011_PASS.cfg
CTRL-011_MISSING.cfg,configs/synthetic/fortios/CTRL-011_MISSING.cfg,fortios,CTRL-011,management.ntp.configured,MISSING,9147377dbd021f0b69e8c66741647a7905e83bada0c09394f95bbe31c4107aff,test,fortios::CTRL-011_MISSING.cfg,fortios::CTRL-011,CTRL-011,test/fortios__CTRL-011_MISSING.cfg
CTRL-012_PASS.cfg,configs/synthetic/fortios/CTRL-012_PASS.cfg,fortios,CTRL-012,management.ntp.authentication_enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-012_PASS.cfg,fortios::CTRL-012,PASS-pinned,train/fortios__CTRL-012_PASS.cfg
CTRL-012_FAIL.cfg,configs/synthetic/fortios/CTRL-012_FAIL.cfg,fortios,CTRL-012,management.ntp.authentication_enabled,FAIL,a976ec27d83c2c3375e81d75a9857ad0e00a6810673b907c2cae229f5c735f5e,train,fortios::CTRL-012_FAIL.cfg,fortios::CTRL-012,CTRL-012,train/fortios__CTRL-012_FAIL.cfg
CTRL-012_MISSING.cfg,configs/synthetic/fortios/CTRL-012_MISSING.cfg,fortios,CTRL-012,management.ntp.authentication_enabled,MISSING,1c3312d26276b7eac7dcf1ccee52a5f0702e2fb1b8efcada6debbb745d649e2e,train,fortios::CTRL-012_MISSING.cfg,fortios::CTRL-012,CTRL-012,train/fortios__CTRL-012_MISSING.cfg
CTRL-013_PASS.cfg,configs/synthetic/fortios/CTRL-013_PASS.cfg,fortios,CTRL-013,management.snmp.secure_configuration,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-013_PASS.cfg,fortios::CTRL-013,PASS-pinned,train/fortios__CTRL-013_PASS.cfg
CTRL-013_FAIL.cfg,configs/synthetic/fortios/CTRL-013_FAIL.cfg,fortios,CTRL-013,management.snmp.secure_configuration,FAIL,88bcd3395766fa185e359f3f164ed22dd4702b884f9cc105c02fcebfe56d5b2e,train,fortios::CTRL-013_FAIL.cfg,fortios::CTRL-013,CTRL-013,train/fortios__CTRL-013_FAIL.cfg
CTRL-013_MISSING.cfg,configs/synthetic/fortios/CTRL-013_MISSING.cfg,fortios,CTRL-013,management.snmp.secure_configuration,MISSING,48faa693d46886e7186a3afb27b6d9c3dccbad3f19391f137f7fe855a626c69b,train,fortios::CTRL-013_MISSING.cfg,fortios::CTRL-013,CTRL-013,train/fortios__CTRL-013_MISSING.cfg
CTRL-014_PASS.cfg,configs/synthetic/fortios/CTRL-014_PASS.cfg,fortios,CTRL-014,interfaces.unused_ports_disabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-014_PASS.cfg,fortios::CTRL-014,PASS-pinned,train/fortios__CTRL-014_PASS.cfg
CTRL-014_FAIL.cfg,configs/synthetic/fortios/CTRL-014_FAIL.cfg,fortios,CTRL-014,interfaces.unused_ports_disabled,FAIL,6fade6836c7be6b8fcaae668bbd0cd84d6f4b4863a6472dde7bf1e4a30eda13b,test,fortios::CTRL-014_FAIL.cfg,fortios::CTRL-014,CTRL-014,test/fortios__CTRL-014_FAIL.cfg
CTRL-014_MISSING.cfg,configs/synthetic/fortios/CTRL-014_MISSING.cfg,fortios,CTRL-014,interfaces.unused_ports_disabled,MISSING,5fc34de5cfff14f91a7300cd2b362240d957c5fa594efedce1620670a3201036,test,fortios::CTRL-014_MISSING.cfg,fortios::CTRL-014,CTRL-014,test/fortios__CTRL-014_MISSING.cfg
CTRL-015_PASS.cfg,configs/synthetic/fortios/CTRL-015_PASS.cfg,fortios,CTRL-015,management.acl.configured,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-015_PASS.cfg,fortios::CTRL-015,PASS-pinned,train/fortios__CTRL-015_PASS.cfg
CTRL-015_MISSING.cfg,configs/synthetic/fortios/CTRL-015_MISSING.cfg,fortios,CTRL-015,management.acl.configured,MISSING,3fd4562e1d1164f24f13eea33a7628265ad03cfd19dd1de6bc068952becee7a8,validation,fortios::CTRL-015_MISSING.cfg,fortios::CTRL-015,CTRL-015+CTRL-017,validation/fortios__CTRL-015_MISSING.cfg
CTRL-016_PASS.cfg,configs/synthetic/fortios/CTRL-016_PASS.cfg,fortios,CTRL-016,routing.protocol_authentication_enabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-016_PASS.cfg,fortios::CTRL-016,PASS-pinned,train/fortios__CTRL-016_PASS.cfg
CTRL-016_MISSING.cfg,configs/synthetic/fortios/CTRL-016_MISSING.cfg,fortios,CTRL-016,routing.protocol_authentication_enabled,MISSING,fe42efd949b416b962874adbee71309555391c6a69d2caa9fd17b6bfdaaebf9d,train,fortios::CTRL-016_MISSING.cfg,fortios::CTRL-016,CTRL-016,train/fortios__CTRL-016_MISSING.cfg
CTRL-017_PASS.cfg,configs/synthetic/fortios/CTRL-017_PASS.cfg,fortios,CTRL-017,management.admin_access.restricted,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-017_PASS.cfg,fortios::CTRL-017,PASS-pinned,train/fortios__CTRL-017_PASS.cfg
CTRL-017_MISSING.cfg,configs/synthetic/fortios/CTRL-017_MISSING.cfg,fortios,CTRL-017,management.admin_access.restricted,MISSING,3fd4562e1d1164f24f13eea33a7628265ad03cfd19dd1de6bc068952becee7a8,validation,fortios::CTRL-017_MISSING.cfg,fortios::CTRL-017,CTRL-015+CTRL-017,validation/fortios__CTRL-017_MISSING.cfg
CTRL-018_PASS.cfg,configs/synthetic/fortios/CTRL-018_PASS.cfg,fortios,CTRL-018,management.banner.configured,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-018_PASS.cfg,fortios::CTRL-018,PASS-pinned,train/fortios__CTRL-018_PASS.cfg
CTRL-018_FAIL.cfg,configs/synthetic/fortios/CTRL-018_FAIL.cfg,fortios,CTRL-018,management.banner.configured,FAIL,9e5060ae02d2258599df7b393fa28aee64bc887b3d603b778f4bfd3a8cbc69a9,train,fortios::CTRL-018_FAIL.cfg,fortios::CTRL-018,CTRL-018,train/fortios__CTRL-018_FAIL.cfg
CTRL-018_MISSING.cfg,configs/synthetic/fortios/CTRL-018_MISSING.cfg,fortios,CTRL-018,management.banner.configured,MISSING,294122dc2661805b21461cabae290e55e3158a3f8dc44d12f73ba2d02d5e63ed,train,fortios::CTRL-018_MISSING.cfg,fortios::CTRL-018,CTRL-018,train/fortios__CTRL-018_MISSING.cfg
CTRL-019_PASS.cfg,configs/synthetic/fortios/CTRL-019_PASS.cfg,fortios,CTRL-019,management.crypto.weak_algorithms_disabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-019_PASS.cfg,fortios::CTRL-019,PASS-pinned,train/fortios__CTRL-019_PASS.cfg
CTRL-019_FAIL.cfg,configs/synthetic/fortios/CTRL-019_FAIL.cfg,fortios,CTRL-019,management.crypto.weak_algorithms_disabled,FAIL,67028e01dd260c307d252c7b78e1458070029bdb1aef842967220261afe8dbee,test,fortios::CTRL-019_FAIL.cfg,fortios::CTRL-019,CTRL-019,test/fortios__CTRL-019_FAIL.cfg
CTRL-019_MISSING.cfg,configs/synthetic/fortios/CTRL-019_MISSING.cfg,fortios,CTRL-019,management.crypto.weak_algorithms_disabled,MISSING,2a5f4cb7c6bf2a515513b7829bc18cf37b7741a5dbaed28eab177c755e8ee9c3,test,fortios::CTRL-019_MISSING.cfg,fortios::CTRL-019,CTRL-019,test/fortios__CTRL-019_MISSING.cfg
CTRL-020_PASS.cfg,configs/synthetic/fortios/CTRL-020_PASS.cfg,fortios,CTRL-020,management.protocols.insecure_disabled,PASS,7bea5a4d5267658368d62784cb04ba3e4a35ee1dc4b4c25beb34803fc68301ab,train,fortios::CTRL-020_PASS.cfg,fortios::CTRL-020,PASS-pinned,train/fortios__CTRL-020_PASS.cfg
CTRL-020_FAIL.cfg,configs/synthetic/fortios/CTRL-020_FAIL.cfg,fortios,CTRL-020,management.protocols.insecure_disabled,FAIL,656561cd775ed2786af1687055cc94b5141cf23389b9dbb13de0f0aa9216c362,validation,fortios::CTRL-020_FAIL.cfg,fortios::CTRL-020,CTRL-020,validation/fortios__CTRL-020_FAIL.cfg
CTRL-020_MISSING.cfg,configs/synthetic/fortios/CTRL-020_MISSING.cfg,fortios,CTRL-020,management.protocols.insecure_disabled,MISSING,cb76c3bc036152ca44b19938fc7a1aef197ec81c696eb6052368ed78c31bfa91,validation,fortios::CTRL-020_MISSING.cfg,fortios::CTRL-020,CTRL-020,validation/fortios__CTRL-020_MISSING.cfg
CTRL-001_PASS.cfg,configs/synthetic/juniper_junos/CTRL-001_PASS.cfg,juniper_junos,CTRL-001,management.ssh.version,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-001_PASS.cfg,juniper_junos::CTRL-001,PASS-pinned,train/juniper_junos__CTRL-001_PASS.cfg
CTRL-001_FAIL.cfg,configs/synthetic/juniper_junos/CTRL-001_FAIL.cfg,juniper_junos,CTRL-001,management.ssh.version,FAIL,5932d391d48ce01ac6e930114b8000dbb1c9c6a1004892d3240cd38b021ff0fd,train,juniper_junos::CTRL-001_FAIL.cfg,juniper_junos::CTRL-001,CTRL-001,train/juniper_junos__CTRL-001_FAIL.cfg
CTRL-001_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-001_MISSING.cfg,juniper_junos,CTRL-001,management.ssh.version,MISSING,dcccfeb8194cba8ce876d69b56abd39023e1f817b254ccaaed8d4fb5644af65d,train,juniper_junos::CTRL-001_MISSING.cfg,juniper_junos::CTRL-001,CTRL-001,train/juniper_junos__CTRL-001_MISSING.cfg
CTRL-002_PASS.cfg,configs/synthetic/juniper_junos/CTRL-002_PASS.cfg,juniper_junos,CTRL-002,management.telnet.enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-002_PASS.cfg,juniper_junos::CTRL-002,PASS-pinned,train/juniper_junos__CTRL-002_PASS.cfg
CTRL-002_FAIL.cfg,configs/synthetic/juniper_junos/CTRL-002_FAIL.cfg,juniper_junos,CTRL-002,management.telnet.enabled,FAIL,f54cbc3d707fce1b52eec6b051206103112107b61d893fef04c69c93286d8c99,validation,juniper_junos::CTRL-002_FAIL.cfg,juniper_junos::CTRL-002,CTRL-002,validation/juniper_junos__CTRL-002_FAIL.cfg
CTRL-003_PASS.cfg,configs/synthetic/juniper_junos/CTRL-003_PASS.cfg,juniper_junos,CTRL-003,management.http.enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-003_PASS.cfg,juniper_junos::CTRL-003,PASS-pinned,train/juniper_junos__CTRL-003_PASS.cfg
CTRL-003_FAIL.cfg,configs/synthetic/juniper_junos/CTRL-003_FAIL.cfg,juniper_junos,CTRL-003,management.http.enabled,FAIL,7142885e7068216087c71c69b42b6e2288c40456b38a02129b6effd176c6240f,train,juniper_junos::CTRL-003_FAIL.cfg,juniper_junos::CTRL-003,CTRL-003,train/juniper_junos__CTRL-003_FAIL.cfg
CTRL-004_PASS.cfg,configs/synthetic/juniper_junos/CTRL-004_PASS.cfg,juniper_junos,CTRL-004,management.https.enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-004_PASS.cfg,juniper_junos::CTRL-004,PASS-pinned,train/juniper_junos__CTRL-004_PASS.cfg
CTRL-004_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-004_MISSING.cfg,juniper_junos,CTRL-004,management.https.enabled,MISSING,c046c11b2ffa4aeee4f9b39f7397e0328d12c4ad4ba64d8b1097cede6ac3feec,test,juniper_junos::CTRL-004_MISSING.cfg,juniper_junos::CTRL-004,CTRL-004,test/juniper_junos__CTRL-004_MISSING.cfg
CTRL-005_PASS.cfg,configs/synthetic/juniper_junos/CTRL-005_PASS.cfg,juniper_junos,CTRL-005,management.session.idle_timeout_minutes,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-005_PASS.cfg,juniper_junos::CTRL-005,PASS-pinned,train/juniper_junos__CTRL-005_PASS.cfg
CTRL-005_FAIL.cfg,configs/synthetic/juniper_junos/CTRL-005_FAIL.cfg,juniper_junos,CTRL-005,management.session.idle_timeout_minutes,FAIL,0acf1ac336bf7bc225784a1f7a7c244165526363cae3b1c75418e6a45b6dc678,train,juniper_junos::CTRL-005_FAIL.cfg,juniper_junos::CTRL-005,CTRL-005,train/juniper_junos__CTRL-005_FAIL.cfg
CTRL-005_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-005_MISSING.cfg,juniper_junos,CTRL-005,management.session.idle_timeout_minutes,MISSING,148a7c81c1d588d6adbb7ef360395c2b45ac450a7eac06b2894503d51132fa7f,train,juniper_junos::CTRL-005_MISSING.cfg,juniper_junos::CTRL-005,CTRL-005,train/juniper_junos__CTRL-005_MISSING.cfg
CTRL-006_PASS.cfg,configs/synthetic/juniper_junos/CTRL-006_PASS.cfg,juniper_junos,CTRL-006,management.aaa.enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-006_PASS.cfg,juniper_junos::CTRL-006,PASS-pinned,train/juniper_junos__CTRL-006_PASS.cfg
CTRL-006_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-006_MISSING.cfg,juniper_junos,CTRL-006,management.aaa.enabled,MISSING,f1c9acfbe74d552821e4c122ee6c1fda895701fba43df2c4b79804fe8b6687eb,train,juniper_junos::CTRL-006_MISSING.cfg,juniper_junos::CTRL-006,CTRL-006,train/juniper_junos__CTRL-006_MISSING.cfg
CTRL-007_PASS.cfg,configs/synthetic/juniper_junos/CTRL-007_PASS.cfg,juniper_junos,CTRL-007,management.password.strong_policy_enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-007_PASS.cfg,juniper_junos::CTRL-007,PASS-pinned,train/juniper_junos__CTRL-007_PASS.cfg
CTRL-007_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-007_MISSING.cfg,juniper_junos,CTRL-007,management.password.strong_policy_enabled,MISSING,6a8fe2d526650331e43579b6b1f37ea7f1bac9a6ce4da0c6fdff3813cd1dde29,test,juniper_junos::CTRL-007_MISSING.cfg,juniper_junos::CTRL-007,CTRL-007,test/juniper_junos__CTRL-007_MISSING.cfg
CTRL-008_PASS.cfg,configs/synthetic/juniper_junos/CTRL-008_PASS.cfg,juniper_junos,CTRL-008,management.login.max_failed_attempts,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-008_PASS.cfg,juniper_junos::CTRL-008,PASS-pinned,train/juniper_junos__CTRL-008_PASS.cfg
CTRL-008_FAIL.cfg,configs/synthetic/juniper_junos/CTRL-008_FAIL.cfg,juniper_junos,CTRL-008,management.login.max_failed_attempts,FAIL,f55ba97a55996cdecfa4050fab9d232f530d22b8a49b716d86a0281881ad17f0,train,juniper_junos::CTRL-008_FAIL.cfg,juniper_junos::CTRL-008,CTRL-008,train/juniper_junos__CTRL-008_FAIL.cfg
CTRL-008_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-008_MISSING.cfg,juniper_junos,CTRL-008,management.login.max_failed_attempts,MISSING,b844de6b5adbd7761db3f529d7c610aff0bdd926b2185980fac5d946bb184a74,train,juniper_junos::CTRL-008_MISSING.cfg,juniper_junos::CTRL-008,CTRL-008,train/juniper_junos__CTRL-008_MISSING.cfg
CTRL-009_PASS.cfg,configs/synthetic/juniper_junos/CTRL-009_PASS.cfg,juniper_junos,CTRL-009,management.logging.enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-009_PASS.cfg,juniper_junos::CTRL-009,PASS-pinned,train/juniper_junos__CTRL-009_PASS.cfg
CTRL-009_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-009_MISSING.cfg,juniper_junos,CTRL-009,management.logging.enabled,MISSING,6656d5cfd2e6cbe2a6fd5b6f0d2140d17c90d10f5b4bf5e8d2c1961f68b9a535,test,juniper_junos::CTRL-009_MISSING.cfg,juniper_junos::CTRL-009,CTRL-009,test/juniper_junos__CTRL-009_MISSING.cfg
CTRL-010_PASS.cfg,configs/synthetic/juniper_junos/CTRL-010_PASS.cfg,juniper_junos,CTRL-010,management.logging.remote_syslog_configured,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-010_PASS.cfg,juniper_junos::CTRL-010,PASS-pinned,train/juniper_junos__CTRL-010_PASS.cfg
CTRL-010_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-010_MISSING.cfg,juniper_junos,CTRL-010,management.logging.remote_syslog_configured,MISSING,140dcfba898f9e6823de26a309467e33f582e2a403d1a7a3987491fc994cb2ce,train,juniper_junos::CTRL-010_MISSING.cfg,juniper_junos::CTRL-010,CTRL-010,train/juniper_junos__CTRL-010_MISSING.cfg
CTRL-011_PASS.cfg,configs/synthetic/juniper_junos/CTRL-011_PASS.cfg,juniper_junos,CTRL-011,management.ntp.configured,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-011_PASS.cfg,juniper_junos::CTRL-011,PASS-pinned,train/juniper_junos__CTRL-011_PASS.cfg
CTRL-011_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-011_MISSING.cfg,juniper_junos,CTRL-011,management.ntp.configured,MISSING,ed1419cd364291cdf687dbc45d4d8f8bae99efe25a1ebdfb5c79ea6b9fbd94ef,train,juniper_junos::CTRL-011_MISSING.cfg,juniper_junos::CTRL-011,CTRL-011,train/juniper_junos__CTRL-011_MISSING.cfg
CTRL-012_PASS.cfg,configs/synthetic/juniper_junos/CTRL-012_PASS.cfg,juniper_junos,CTRL-012,management.ntp.authentication_enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-012_PASS.cfg,juniper_junos::CTRL-012,PASS-pinned,train/juniper_junos__CTRL-012_PASS.cfg
CTRL-012_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-012_MISSING.cfg,juniper_junos,CTRL-012,management.ntp.authentication_enabled,MISSING,1c2e225bc6e7be311f24a0d1b929aa0e50ba3510267c69877c474765638dc2c1,train,juniper_junos::CTRL-012_MISSING.cfg,juniper_junos::CTRL-012,CTRL-012,train/juniper_junos__CTRL-012_MISSING.cfg
CTRL-013_PASS.cfg,configs/synthetic/juniper_junos/CTRL-013_PASS.cfg,juniper_junos,CTRL-013,management.snmp.secure_configuration,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-013_PASS.cfg,juniper_junos::CTRL-013,PASS-pinned,train/juniper_junos__CTRL-013_PASS.cfg
CTRL-013_FAIL.cfg,configs/synthetic/juniper_junos/CTRL-013_FAIL.cfg,juniper_junos,CTRL-013,management.snmp.secure_configuration,FAIL,24e6237152d84fc9c1e8461003275ceb4801ac13d0892b56bc8fe7bc2e172509,validation,juniper_junos::CTRL-013_FAIL.cfg,juniper_junos::CTRL-013,CTRL-013,validation/juniper_junos__CTRL-013_FAIL.cfg
CTRL-013_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-013_MISSING.cfg,juniper_junos,CTRL-013,management.snmp.secure_configuration,MISSING,ceb30ae89cb5f5b15c892ba36e3ad247ce8422de6410bed84ebb5dd3a3f9c78d,validation,juniper_junos::CTRL-013_MISSING.cfg,juniper_junos::CTRL-013,CTRL-013,validation/juniper_junos__CTRL-013_MISSING.cfg
CTRL-014_PASS.cfg,configs/synthetic/juniper_junos/CTRL-014_PASS.cfg,juniper_junos,CTRL-014,interfaces.unused_ports_disabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-014_PASS.cfg,juniper_junos::CTRL-014,PASS-pinned,train/juniper_junos__CTRL-014_PASS.cfg
CTRL-014_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-014_MISSING.cfg,juniper_junos,CTRL-014,interfaces.unused_ports_disabled,MISSING,297cf029d6262e9951ccc76571170f0e323d9e5b3b67601bd3f62a010549a019,test,juniper_junos::CTRL-014_MISSING.cfg,juniper_junos::CTRL-014,CTRL-014,test/juniper_junos__CTRL-014_MISSING.cfg
CTRL-015_PASS.cfg,configs/synthetic/juniper_junos/CTRL-015_PASS.cfg,juniper_junos,CTRL-015,management.acl.configured,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-015_PASS.cfg,juniper_junos::CTRL-015,PASS-pinned,train/juniper_junos__CTRL-015_PASS.cfg
CTRL-015_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-015_MISSING.cfg,juniper_junos,CTRL-015,management.acl.configured,MISSING,33c4ee6797dfe39e71eeb3710e76001730258056f5e0b1583316a2bacb08aedd,train,juniper_junos::CTRL-015_MISSING.cfg,juniper_junos::CTRL-015,CTRL-015,train/juniper_junos__CTRL-015_MISSING.cfg
CTRL-016_PASS.cfg,configs/synthetic/juniper_junos/CTRL-016_PASS.cfg,juniper_junos,CTRL-016,routing.protocol_authentication_enabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-016_PASS.cfg,juniper_junos::CTRL-016,PASS-pinned,train/juniper_junos__CTRL-016_PASS.cfg
CTRL-016_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-016_MISSING.cfg,juniper_junos,CTRL-016,routing.protocol_authentication_enabled,MISSING,1c58204ddc264b3ff165107b803a20493559a2ef4f5b026ef6613d4bac219d1c,train,juniper_junos::CTRL-016_MISSING.cfg,juniper_junos::CTRL-016,CTRL-016,train/juniper_junos__CTRL-016_MISSING.cfg
CTRL-017_PASS.cfg,configs/synthetic/juniper_junos/CTRL-017_PASS.cfg,juniper_junos,CTRL-017,management.admin_access.restricted,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-017_PASS.cfg,juniper_junos::CTRL-017,PASS-pinned,train/juniper_junos__CTRL-017_PASS.cfg
CTRL-017_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-017_MISSING.cfg,juniper_junos,CTRL-017,management.admin_access.restricted,MISSING,8eb3dc16469dd91cf6b74f3c40c26883783b836f11804e510efe00d187f8eaa8,train,juniper_junos::CTRL-017_MISSING.cfg,juniper_junos::CTRL-017,CTRL-017,train/juniper_junos__CTRL-017_MISSING.cfg
CTRL-018_PASS.cfg,configs/synthetic/juniper_junos/CTRL-018_PASS.cfg,juniper_junos,CTRL-018,management.banner.configured,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-018_PASS.cfg,juniper_junos::CTRL-018,PASS-pinned,train/juniper_junos__CTRL-018_PASS.cfg
CTRL-018_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-018_MISSING.cfg,juniper_junos,CTRL-018,management.banner.configured,MISSING,2ff4b930a498b3d6bf361ff5649c02e6fcbb5adfe06e57646bbaf2b12dc4ee2c,train,juniper_junos::CTRL-018_MISSING.cfg,juniper_junos::CTRL-018,CTRL-018,train/juniper_junos__CTRL-018_MISSING.cfg
CTRL-019_PASS.cfg,configs/synthetic/juniper_junos/CTRL-019_PASS.cfg,juniper_junos,CTRL-019,management.crypto.weak_algorithms_disabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-019_PASS.cfg,juniper_junos::CTRL-019,PASS-pinned,train/juniper_junos__CTRL-019_PASS.cfg
CTRL-019_FAIL.cfg,configs/synthetic/juniper_junos/CTRL-019_FAIL.cfg,juniper_junos,CTRL-019,management.crypto.weak_algorithms_disabled,FAIL,ea5497aae09b57eaf89dbc07f0ffed1b5f5fa475b8d150f890fe4f41af2650a2,test,juniper_junos::CTRL-019_FAIL.cfg,juniper_junos::CTRL-019,CTRL-019,test/juniper_junos__CTRL-019_FAIL.cfg
CTRL-019_MISSING.cfg,configs/synthetic/juniper_junos/CTRL-019_MISSING.cfg,juniper_junos,CTRL-019,management.crypto.weak_algorithms_disabled,MISSING,697ecdebb131ba28b9e93100a670a5ddcce44b57e7fcb99e67be1db5503fd6da,test,juniper_junos::CTRL-019_MISSING.cfg,juniper_junos::CTRL-019,CTRL-019,test/juniper_junos__CTRL-019_MISSING.cfg
CTRL-020_PASS.cfg,configs/synthetic/juniper_junos/CTRL-020_PASS.cfg,juniper_junos,CTRL-020,management.protocols.insecure_disabled,PASS,54c9d5e13d1c29814434a1ee6c5299c7f1caeef7364d8f0c7e684dd3a794cf00,train,juniper_junos::CTRL-020_PASS.cfg,juniper_junos::CTRL-020,PASS-pinned,train/juniper_junos__CTRL-020_PASS.cfg
